song,artist,decade,total_lines,unique_lines,total_words,unique_words,top_common_words,top_uncommon_words,neg,neu,pos,compound
do they know its christmas,band aid 20,2000,41,31,245,206,"the,world,christmastime,it's,feed,a,and,of,them,know","world,christmastime,feed,know,let,there's,here's,need,afraid,light",0.119,0.758,0.123,0.269
crazy,gnarls barkley,2000,29,26,192,178,"i,crazy,you,you're,think,that,and,remember,when,was","crazy,think,remember,make,ha,like,maybe,much,come,ever",0.191,0.634,0.175,-0.187
if i aint got you,alicia keys,2000,44,29,262,185,"some,you,people,want,i,if,ain't,the,baby,got","people,want,ain't,baby,got,nothing,everything,live,diamond,rings",0.028,0.763,0.209,0.9917
toxic,britney spears,2000,65,40,272,149,"you,a,toxic,im,now,with,i,i'm,taste,of","toxic,im,i'm,taste,know,youre,dont,cant,slipping,poison",0.086,0.78,0.135,0.9358
snuff,slipknot,2000,28,27,269,260,"i,you,my,to,me,your,and,if,in,the","still,love,let,know,,away,care,long,ago,never",0.124,0.663,0.213,0.9828
first day of my life,bright eyes,2000,26,26,211,211,"i,you,the,and,know,but,to,this,is,first","know,first,i'd,day,life,everything,changed,think,met,want",0.055,0.837,0.108,0.922
youre beautiful,james blunt,2000,31,24,195,158,"la,i,you're,beautiful,that,with,she,a,face,be","la,beautiful,face,saw,'cause,true,i'll,never,angel,crowded",0.0,0.649,0.351,0.9981
o come all ye faithful,casting crowns,2000,27,17,133,79,"come,oh,him,let,us,adore,the,ye,of,lord","come,oh,let,us,adore,ye,lord,christ,sing,glory",0.0,0.632,0.368,0.9965
banana pancakes,jack johnson,2000,54,36,318,211,"you,to,need,we,no,the,can't,see,ain't,it's","need,can't,see,ain't,could,pretend,outside,really,rainin',go",0.051,0.813,0.136,0.9863
santa baby,taylor swift,2000,22,20,179,163,"santa,the,baby,i,a,so,hurry,down,chimney,tonight","santa,baby,hurry,chimney,tonight,i've,really,tree,good,think",0.041,0.863,0.096,0.8367
skinny love,bon iver,2000,31,25,209,169,"my,the,be,i,you,to,told,all,love,on","told,love,kind,come,skinny,fall,patient,fine,balanced,i'll",0.095,0.735,0.17,0.9657
slow dancing in a burning room,john mayer,2000,36,25,248,179,"you,we're,the,don't,,and,to,think,we,a","we're,,think,know,going,dear,slow,dancing,burning,room",0.11,0.801,0.089,-0.7617
society,eddie vedder,2000,26,17,188,142,"you,you're,me,have,more,society,hope,not,a,crazy","society,hope,crazy,lonely,without,think,need,want,breed,indeed",0.082,0.675,0.243,0.984
little lion man,mumford sons,2000,36,21,232,135,"your,it,i,but,my,was,the,didn't,not,dear","dear,heart,fault,mine,man,line,really,fucked,time,weep",0.225,0.677,0.098,-0.9906
two birds,regina spektor,2000,40,24,176,103,"a,he,wire,one,to,two,birds,on,and,the","wire,one,two,birds,says,i'll,believe,tries,fly,away",0.112,0.82,0.068,-0.8494
chasing pavements,adele,2000,33,16,287,145,"i,should,it,if,or,up,even,just,keep,chasing","even,keep,chasing,pavements,give,leads,nowhere,would,waste,knew",0.088,0.902,0.01,-0.952
umbrella,rihanna,2000,71,30,390,187,"eh,ella,my,you,under,umbrella,be,it's,raining,the","eh,ella,umbrella,raining,i'll,stand,come,always,still,baby",0.017,0.905,0.079,0.9774
you know im no good,amy winehouse,2000,32,26,253,193,"i,you,the,in,and,like,my,i'm,your,was","like,i'm,cheated,knew,would,told,ya,trouble,know,good",0.198,0.653,0.15,-0.9468
put your records on,corinne bailey rae,2000,36,25,309,219,"your,you,let,hair,down,the,i,go,ahead,on","let,hair,go,ahead,hope,get,dreams,girl,put,records",0.034,0.785,0.181,0.9945
how great is our god,chris tomlin,2000,37,16,271,122,"how,great,is,our,god,all,the,and,sing,will","great,god,sing,see,earth,rejoice,trembles,voice,age,beginning",0.014,0.505,0.48,0.9996
you raise me up,josh groban,2000,21,8,198,74,"i,you,me,raise,up,on,am,can,to,when","raise,stand,mountains,walk,stormy,seas,strong,shoulders,come,oh",0.045,0.887,0.068,0.67
candy,paolo nutini,2000,55,33,358,215,"waiting,i'll,and,the,you,me,your,all,there,be","waiting,i'll,got,darling,give,candy,oh,i'm,bathe,skin",0.033,0.854,0.113,0.9858
to build a home,the cinematic orchestra,2000,20,16,173,137,"the,and,i,me,to,a,you,as,is,of","held,built,dust,home,place,feel,disappeared,time,live,turn",0.037,0.942,0.022,-0.3527
better together,jack johnson,2000,49,46,330,309,"i,and,when,it's,we're,together,mm,of,always,the","we're,together,mm,always,better,mmm,could,things,yeah,dreams",0.051,0.728,0.221,0.9972
joy to the world unspeakable joy,chris tomlin,2000,30,20,143,106,"and,joy,the,heaven,repeat,unspeakable,of,his,wonders,world","joy,heaven,repeat,unspeakable,wonders,world,let,nature,sing,sounding",0.021,0.558,0.421,0.9979
goodbye my lover,james blunt,2000,56,38,365,279,"you,i,my,the,and,i'm,so,been,your,goodbye","i'm,goodbye,one,hollow,i've,lover,friend,mine,know,soul",0.049,0.711,0.241,0.9982
teardrops on my guitar,taylor swift,2000,27,22,288,228,"i,the,hes,that,me,he,so,and,in,on","hes,drew,wishing,know,see,shes,got,cause,reason,teardrops",0.031,0.841,0.128,0.9674
falling slowly,glen hansard,2000,13,9,153,105,"and,you,it,that,me,i,the,take,time,your","take,time,sinking,boat,point,home,we've,still,got,raise",0.093,0.777,0.129,0.8126
the climb,miley cyrus,2000,38,26,222,144,"to,going,the,keep,i,about,be,always,aint,on","going,keep,always,aint,theres,im,faith,got,sometimes,climb",0.131,0.786,0.083,-0.8337
hey ya,outkast,2000,58,51,354,336,"it,shake,alright,ohh,oh,you,heeeyyy,heeyy,now,yaaaaaaa","shake,alright,ohh,oh,heeeyyy,heeyy,yaaaaaaa,yaaaaaaaa,know,got",0.131,0.659,0.21,0.9909
your man,josh turner,2000,34,21,236,140,"i,to,the,on,baby,and,you,this,how,we","baby,ain't,go,i've,long,can't,believe,much,turns,man",0.062,0.805,0.133,0.964
wayfaring stranger,johnny cash,2000,25,20,97,74,"i'm,going,just,over,i,my,to,jordan,home,there","i'm,going,jordan,home,see,know,email,guitarzan7hotmailcom,poor,travelling",0.045,0.865,0.09,0.6808
hero,enrique iglesias,2000,45,32,239,162,"i,you,can,would,away,your,my,be,hero,the","would,away,hero,take,breath,tonight,baby,kiss,pain,stand",0.139,0.668,0.192,0.9472
away in a manger,casting crowns,2000,11,11,101,101,"the,lord,jesus,little,down,i,thee,and,me,to","lord,jesus,little,thee,lay,sky,love,stay,sweet,head",0.061,0.671,0.268,0.9827
i heard the bells on christmas day,casting crowns,2000,33,27,243,199,"peace,on,earth,the,to,good,will,men,and,bells","peace,earth,good,men,bells,ringing,singing,hear,they're,like",0.042,0.535,0.423,0.9992
bad romance,lady gaga,2000,106,40,378,161,"your,want,i,love,bad,romance,a,and,you,in","want,love,bad,romance,caught,revenge,could,write,ohohohohoooh,ohohooohohoh",0.215,0.373,0.412,0.998
lose yourself,eminem,2000,81,62,764,582,"the,you,to,it,in,he,and,this,better,a","better,he's,go,shot,goes,moment,get,one,opportunity,yo",0.132,0.722,0.146,0.9533
one day,matisyahu,2000,26,18,343,259,"oh,one,day,i,the,for,no,all,more,been","oh,one,day,waiting,people,fight,way,wye,sometimes,drown",0.169,0.646,0.185,-0.6085
love is a losing game,amy winehouse,2000,12,11,119,109,"a,love,is,losing,i,the,game,and,hand,you","love,losing,game,hand,played,final,frame,fate,resigned,flame",0.239,0.438,0.323,0.971
upside down,jack johnson,2000,36,26,221,162,"to,i,and,this,the,say,they,find,be,spinning","say,find,spinning,want,i'll,can't,go,away,e0022,who's",0.046,0.781,0.173,0.9814
bless the broken road,rascal flatts,2000,25,18,231,166,"i,you,to,that,me,the,my,true,broken,road","true,broken,road,straight,lost,god,blessed,led,way,every",0.12,0.56,0.321,0.9963
broken strings,james morrison,2000,53,33,331,202,"you,i,the,to,can't,it's,when,feel,last,but","can't,feel,last,oh,love,hurts,hold,anything,try,little",0.204,0.627,0.168,-0.9018
lua,bright eyes,2000,27,27,327,327,"the,i,in,it,but,to,a,and,by,so","evening,morning,simple,moonlight,know,keep,one,think,like,i'm",0.114,0.73,0.157,0.9489
paparazzi,lady gaga,2000,48,23,226,121,"you,be,i'll,until,papapaparazzi,your,love,me,baby,that","i'll,papapaparazzi,love,baby,stop,i'm,biggest,fan,follow,there's",0.045,0.675,0.28,0.9969
the blowers daughter,damien rice,2000,39,23,218,116,"i,my,you,can't,take,off,eyes,of,it,the","can't,take,eyes,mind,like,said,time,say,would,life",0.06,0.846,0.095,0.8625
wagon wheel,old crow medicine show,2000,45,32,309,229,"me,rock,mama,the,a,i,and,like,to,my","rock,mama,like,hey,baby,wagon,wheel,anyway,feel,wind",0.052,0.829,0.119,0.9542
ill be home for christmas,bob dylan,2000,17,9,80,40,"christmas,i'll,be,home,for,on,me,and,the,you","christmas,i'll,home,plan,please,snow,mistletoe,presents,tree,eve",0.0,0.884,0.116,0.8402
o holy night,the brian setzer orchestra,2000,36,24,232,182,"o,night,the,divine,of,in,and,born,his,is","night,divine,born,christ,fall,knees,hear,angels',voices,",0.037,0.652,0.31,0.9974
beggin,madcon,2000,25,3,114,15,"beggin,put,your,loving,hand,out,you,baby,darlin","beggin,put,loving,hand,baby,darlin",0.0,0.488,0.512,0.9983
bubbly,colbie caillat,2000,47,32,267,194,"you,me,wherever,a,i,my,now,in,your,it","wherever,time,make,go,smile,cause,starts,nose,always,know",0.012,0.806,0.181,0.9927
come thou long expected jesus,red mountain church,2000,16,16,185,185,"to,of,born,the,thy,our,us,come,all,a","born,thy,us,come,thou,earth,people,thee,joy,long",0.075,0.69,0.235,0.99
no children,the mountain goats,2000,33,31,243,233,"i,hope,and,the,you,to,we,down,die,that","hope,die,friends,us,come,never,good,say,hand,remaining",0.152,0.552,0.296,0.99
fallin,alicia keys,2000,58,24,195,104,"i,you,love,fallin',in,and,with,out,of,never","love,fallin',never,way,keep,loved,someone,sometimes,oh,fall",0.11,0.624,0.266,0.9912
our song,taylor swift,2000,46,36,372,287,"the,i,and,on,song,our,is,he,late,when","song,late,got,dont,cause,way,didnt,said,could,play",0.044,0.857,0.1,0.9703
still,hillsong worship,2000,18,8,132,57,"the,you,i,will,are,and,know,in,when,oceans","know,oceans,rise,thunders,roar,soar,storm,father,king,flood",0.044,0.861,0.096,0.7906
hallelujah,alexandra burke,2000,24,22,158,150,"hallelujah,the,and,a,you,halleluuuuujah,your,she,its,was","hallelujah,halleluuuuujah,ya,well,drew,heard,secret,chord,david,played",0.066,0.45,0.484,0.999
hard sun,eddie vedder,2000,52,32,272,187,"big,i,the,a,hard,her,to,when,she,in","big,hard,sun,there's,beatin',people,world,back,better,took",0.105,0.792,0.103,0.8561
white winter hymnal,fleet foxes,2000,15,8,114,62,"the,and,i,in,their,was,following,red,'round,snow","following,red,'round,snow,turn,pack,swallowed,coats,scarves,tied",0.0,1.0,0.0,0.0
no one,alicia keys,2000,46,28,294,173,"oh,no,one,you,the,can,i,what,get,of","oh,one,get,way,know,feel,gonna,alright,people,like",0.162,0.749,0.09,-0.98
besame mucho,andrea bocelli,2000,13,12,48,45,"besame,mucho,muy,que,perderte,lejos,como,si,fuera,esta","besame,mucho,muy,que,perderte,lejos,como,si,fuera,esta",0.0,1.0,0.0,0.0
the cowboy in me,tim mcgraw,2000,20,18,168,152,"i,the,that's,in,guess,just,cowboy,to,me,a","that's,guess,cowboy,sometimes,know,like,ain't,got,i'm,love",0.11,0.775,0.115,0.4152
whiskey lullaby,brad paisley,2000,31,26,288,252,"la,the,her,to,his,she,a,him,get,and","la,get,lalalalala,life,away,time,put,finally,drank,whiskey",0.069,0.852,0.079,0.6319
re stacks,bon iver,2000,26,23,209,174,"the,your,and,is,back,racks,load,in,this,a","back,racks,load,stacks,unstacking,love,sound,excavation,today,kumran",0.063,0.885,0.052,-0.1343
sitting waiting wishing,jack johnson,2000,35,32,251,232,"i,you,be,playing,your,always,waiting,fool,just,on","playing,always,waiting,fool,waitin',must,can't,sittin',lord,i'm",0.158,0.715,0.126,-0.951
big black car,gregory alan isakov,2000,29,26,218,207,"a,was,i,the,just,all,and,of,you,were","well,rain,love,plain,jane,way,face,know,wont,stay",0.035,0.801,0.164,0.9821
hometown glory,adele,2000,32,20,206,147,"the,are,my,wonders,of,world,i,in,and,shows","wonders,world,shows,ain't,round,hometown,i've,people,gonna,e0",0.026,0.828,0.146,0.9775
rehab,amy winehouse,2000,32,22,309,181,"i,go,to,no,know,me,make,rehab,i'm,the","go,know,make,rehab,i'm,come,got,try,say,yes",0.144,0.776,0.08,-0.9504
clay pigeons,john prine,2000,34,24,300,213,"the,to,and,i,down,that,in,get,again,go","get,go,start,i'm,gonna,ride,two,three,song,people",0.022,0.965,0.013,-0.5423
bring me to life,evanescence,2000,40,24,310,192,"me,wake,up,i,save,to,my,the,inside,without","wake,save,inside,without,can't,life,i've,bring,become,dark",0.028,0.849,0.124,0.9835
the cave,mumford sons,2000,44,32,297,221,"and,i,my,the,you,your,will,to,know,on","know,i'll,let,see,hold,hope,choke,noose,around,neck",0.138,0.718,0.144,0.7048
9 crimes,damien rice,2000,38,15,189,79,"is,that,alright,it's,you,with,the,i,wrong,to","alright,wrong,give,gun,away,loaded,leave,waste,kind,place",0.194,0.62,0.186,-0.8729
dear god,avenged sevenfold,2000,44,26,324,202,"i,i'm,to,you,her,when,and,the,away,again","i'm,away,lonely,oh,wish,i'd,hold,found,road,love",0.2,0.674,0.127,-0.9696
plastic love,mariya takeuchi,2000,39,29,208,152,"no,de,o,ni,to,ga,mo,koi,ne,i'm","de,ni,ga,mo,koi,ne,i'm,watashi,,ai",0.114,0.847,0.039,-0.8805
joy to the world,sufjan stevens,2000,18,15,106,92,"and,the,joy,heaven,repeat,of,his,wonders,world,let","joy,heaven,repeat,wonders,world,let,nature,sing,sounding,love",0.0,0.629,0.371,0.9948
if it hadnt been for love,the steeldrivers,2000,28,18,248,168,"it,been,if,hadn't,for,love,woulda,never,to,a","love,woulda,never,four,cold,walls,without,hitch,hiked,birmingham",0.183,0.769,0.049,-0.9898
jolene,ray lamontagne,2000,39,29,259,194,"la,my,a,of,in,i,jolene,,don't,you","la,jolene,,x,picture,still,know,love,means,face",0.098,0.887,0.015,-0.9601
flume,bon iver,2000,17,13,86,64,"is,i,only,all,my,love,maroon,on,the,am","love,maroon,gluey,feathers,flume,sky,womb,moon,shore,mother's",0.0,0.834,0.166,0.9442
sunrise,norah jones,2000,26,20,104,91,"sunrise,and,i,hoo,to,surprise,the,it,you,in","sunrise,hoo,surprise,eyes,said,i'm,ooh,ex3x1x,looks,like",0.0,0.815,0.185,0.9579
when i look at you,miley cyrus,2000,34,23,223,138,"i,when,the,you,look,at,a,yeah,my,that's","look,yeah,that's,like,waves,flooding,shore,can't,find,way",0.043,0.732,0.225,0.9896
white flag,dido,2000,0,0,0,0,,,0.0,0.0,0.0,0.0
fairytale,alexander rybak,2000,21,17,148,123,"i,a,i'm,was,we,don't,when,but,in,love","i'm,love,fairytale,even,though,hurts,'cause,care,lose,already",0.2,0.597,0.203,0.1251
last christmas,taylor swift,2000,43,23,326,182,"you,it,i,to,gave,me,year,my,but,this","gave,year,christmas,someone,last,heart,i'll,give,special,next",0.127,0.681,0.192,0.9864
personal jesus,johnny cash,2000,35,15,139,56,"your,someone,and,reach,out,touch,faith,to,you,own","someone,reach,touch,faith,personal,jesus,hear,prayers,cares,whos",0.035,0.702,0.263,0.9806
dont know why,norah jones,2000,25,16,154,97,"i,don't,know,why,didn't,come,the,in,my,of","know,come,saw,heart,drenched,wine,mind,ev,er,waited",0.07,0.863,0.067,-0.1154
torete,moonstar88,2000,28,21,104,78,"torete,na,sa'yo,ang,ako,ko,lang,maaari,bang,nga","torete,na,sa'yo,ang,ako,ko,lang,maaari,bang,nga",0.023,0.977,0.0,-0.1027
hurt,christina aguilera,2000,37,32,242,212,"i,you,for,and,to,do,just,your,me,would","would,hurting,away,woah,i'm,sorry,blaming,everything,hurt,proud",0.22,0.669,0.111,-0.983
life is a highway,rascal flatts,2000,34,23,334,211,"i,all,it,a,wanna,night,long,you,the,and","wanna,night,long,ride,life,highway,going,way,drive,there's",0.02,0.922,0.058,0.8332
empire state of mind part ii broken down,alicia keys,2000,36,24,307,230,"new,york,in,the,you,it,a,will,of,make","new,york,make,dreams,lights,big,yeah,streets,i'm,concrete",0.025,0.829,0.146,0.9891
the stable song,gregory alan isakov,2000,27,25,229,216,"the,and,like,ring,i,back,that,you,in,it","like,ring,back,come,well,straight,turn,silver,gold,clear",0.074,0.74,0.186,0.9686
come away with me,norah jones,2000,14,14,119,119,"with,come,away,me,and,you,a,in,the,i","come,away,night,write,song,bus,can't,tempt,us,lies",0.063,0.862,0.074,0.088
disenchanted,my chemical romance,2000,45,27,312,182,"a,you,wrong,long,so,to,i'm,nothing,the,and","wrong,long,i'm,nothing,night,never,woah,yeah,sad,song",0.21,0.691,0.099,-0.9947
chicken fried,zac brown band,2000,53,31,364,232,"the,a,and,of,love,know,my,on,that,up","love,know,well,chicken,fried,cold,beer,friday,night,pair",0.017,0.672,0.311,0.9992
blessed be your name,matt redman,2000,40,16,279,136,"be,blessed,name,the,your,lord,of,you,give,and","blessed,name,lord,give,take,away,say,glorious,heart,choose",0.027,0.619,0.354,0.9992
cry me a river,justin timberlake,2000,68,32,422,210,"me,you,cry,a,i,river,riverer,and,it,yea","cry,river,riverer,yea,know,chance,say,damage,done,guess",0.3,0.632,0.068,-0.999
the old rugged cross,alan jackson,2000,18,12,146,99,"old,cross,the,rugged,and,i,a,to,for,will","old,cross,rugged,day,i'll,cling,exchange,crown,far,away",0.072,0.749,0.179,0.9521
ayo technology,milow,2000,78,48,498,329,"you,the,it,to,she,of,me,got,her,new","got,new,i'm,right,baby,aayooh,tired,using,technology,wants",0.094,0.833,0.073,-0.954
o holy night,josh groban,2000,27,23,140,128,"oh,night,the,noël,divine,and,of,in,christ,holy","oh,night,noël,divine,christ,holy,world,born,shall,name",0.045,0.653,0.303,0.993
landslide,dixie chicks,2000,27,20,180,144,"the,well,you,i,my,and,down,,around,in","well,,around,older,love,reflection,snow,covered,hills,landslide",0.0,0.791,0.209,0.9891
waiting on the world to change,john mayer,2000,22,16,261,195,"waiting,on,the,we,to,world,change,keep,and,they","waiting,world,change,keep,we're,that's,beat,friends,misunderstood,say",0.065,0.879,0.057,-0.4812
in color,jamey johnson,2000,36,27,282,212,"it,in,and,a,you,to,was,like,of,the","like,seen,color,tryin',looks,scared,death,couple,kids,save",0.084,0.782,0.134,0.93
the best day,taylor swift,2000,53,52,346,335,"i,and,the,know,you,im,on,dont,in,had","know,im,dont,best,run,fall,home,day,today,ive",0.027,0.743,0.23,0.9979
before he cheats,carrie underwood,2000,34,24,280,199,"a,he,probably,and,i,next,cheats,right,now,he's","probably,next,cheats,right,he's,time,little,maybe,he'll,think",0.104,0.816,0.08,-0.7127
for emma,bon iver,2000,14,14,48,48,"the,running,home,so,for,light,apropos,snow,every,life","running,home,light,apropos,snow,every,life,forgo,parable,seek",0.051,0.802,0.147,0.7425
toxicity,system of a down,2000,30,15,150,84,"the,disorder,of,sacred,silence,a,our,city,now,do","disorder,sacred,silence,city,somewhere,sleep,life,riff,eating,seeds",0.186,0.814,0.0,-0.9796
angels we have heard on high,chris tomlin,2000,15,7,103,55,",1234,glor______________________ri_,a,in,excelsis,de,o,interlude,x2",",1234,glor______________________ri_,excelsis,de,interlude,x2,intro,angels,x1",0.023,0.901,0.075,0.7184
remember when,alan jackson,2000,34,27,194,181,"when,remember,we,and,the,was,so,were,you,love","remember,love,life,we'd,made,vowed,walk,hearts,old,e30",0.065,0.814,0.121,0.9239
my love,westlife,2000,66,37,355,194,"the,to,love,my,i,are,you,where,a,see","love,see,coast,i'm,wonder,oh,say,little,prayer,dreams",0.017,0.687,0.296,0.9991
